dataset,split,example_idx,setup_id
wmt24-news,en-is,30,claude-3-5
wmt24-news,en-is,32,claude-3-5
wmt24-news,en-is,56,claude-3-5
wmt24-news,en-is,66,claude-3-5
wmt24-news,en-is,91,claude-3-5
wmt24-news,en-is,104,claude-3-5
wmt24-news,en-is,111,claude-3-5
wmt24-news,en-is,124,claude-3-5
wmt24-news,en-is,29,dubformer
wmt24-news,en-is,30,dubformer
wmt24-news,en-is,32,dubformer
wmt24-news,en-is,66,dubformer
wmt24-news,en-is,23,dubformer
wmt24-news,en-is,56,dubformer
wmt24-news,en-is,104,dubformer
wmt24-news,en-is,91,dubformer
wmt24-news,en-is,124,dubformer
wmt24-news,en-is,111,dubformer
wmt24-news,en-is,29,gpt-4
wmt24-news,en-is,30,gpt-4
wmt24-news,en-is,32,gpt-4
wmt24-news,en-is,23,gpt-4
wmt24-news,en-is,56,gpt-4
wmt24-news,en-is,66,gpt-4
wmt24-news,en-is,91,gpt-4
wmt24-news,en-is,111,gpt-4
wmt24-news,en-is,104,gpt-4
wmt24-news,en-is,124,gpt-4
wmt24-news,en-is,29,ikun
wmt24-news,en-is,30,ikun
wmt24-news,en-is,32,ikun
wmt24-news,en-is,23,ikun
wmt24-news,en-is,66,ikun
wmt24-news,en-is,56,ikun
wmt24-news,en-is,111,ikun
wmt24-news,en-is,104,ikun
wmt24-news,en-is,91,ikun
wmt24-news,en-is,124,ikun
wmt24-news,en-is,56,ikun-c
wmt24-news,en-is,23,ikun-c
wmt24-news,en-is,29,ikun-c
wmt24-news,en-is,30,ikun-c
wmt24-news,en-is,32,ikun-c
wmt24-news,en-is,66,ikun-c
wmt24-news,en-is,104,ikun-c
wmt24-news,en-is,91,ikun-c
wmt24-news,en-is,111,ikun-c
wmt24-news,en-is,124,ikun-c
wmt24-news,en-is,66,iol-research
wmt24-news,en-is,23,iol-research
wmt24-news,en-is,56,iol-research
wmt24-news,en-is,29,iol-research
wmt24-news,en-is,30,iol-research
wmt24-news,en-is,32,iol-research
wmt24-news,en-is,124,iol-research
wmt24-news,en-is,111,iol-research
wmt24-news,en-is,104,iol-research
wmt24-news,en-is,91,iol-research
wmt24-news,en-is,23,llama3-70b
wmt24-news,en-is,66,llama3-70b
wmt24-news,en-is,29,llama3-70b
wmt24-news,en-is,30,llama3-70b
wmt24-news,en-is,32,llama3-70b
wmt24-news,en-is,56,llama3-70b
wmt24-news,en-is,104,llama3-70b
wmt24-news,en-is,124,llama3-70b
wmt24-news,en-is,91,llama3-70b
wmt24-news,en-is,111,llama3-70b
wmt24-news,en-is,23,online-b
wmt24-news,en-is,29,online-b
wmt24-news,en-is,30,online-b
wmt24-news,en-is,32,online-b
wmt24-news,en-is,66,online-b
wmt24-news,en-is,56,online-b
wmt24-news,en-is,124,online-b
wmt24-news,en-is,111,online-b
wmt24-news,en-is,104,online-b
wmt24-news,en-is,91,online-b
wmt24-news,en-is,29,unbabel-tower70b
wmt24-news,en-is,30,unbabel-tower70b
wmt24-news,en-is,32,unbabel-tower70b
wmt24-news,en-is,66,unbabel-tower70b
wmt24-news,en-is,56,unbabel-tower70b
wmt24-news,en-is,23,unbabel-tower70b
wmt24-news,en-is,91,unbabel-tower70b
wmt24-news,en-is,104,unbabel-tower70b
wmt24-news,en-is,124,unbabel-tower70b
wmt24-news,en-is,111,unbabel-tower70b
wmt24-news,en-ja,5,aya23
wmt24-news,en-ja,27,aya23
wmt24-news,en-ja,37,aya23
wmt24-news,en-ja,39,aya23
wmt24-news,en-ja,56,aya23
wmt24-news,en-ja,10,aya23
wmt24-news,en-ja,68,aya23
wmt24-news,en-ja,101,aya23
wmt24-news,en-ja,108,aya23
wmt24-news,en-ja,125,aya23
wmt24-news,en-ja,27,claude-3-5
wmt24-news,en-ja,5,claude-3-5
wmt24-news,en-ja,37,claude-3-5
wmt24-news,en-ja,39,claude-3-5
wmt24-news,en-ja,68,claude-3-5
wmt24-news,en-ja,10,claude-3-5
wmt24-news,en-ja,56,claude-3-5
wmt24-news,en-ja,101,claude-3-5
wmt24-news,en-ja,108,claude-3-5
wmt24-news,en-ja,125,claude-3-5
wmt24-news,en-ja,56,commandr-plus
wmt24-news,en-ja,27,commandr-plus
wmt24-news,en-ja,68,commandr-plus
wmt24-news,en-ja,10,commandr-plus
wmt24-news,en-ja,37,commandr-plus
wmt24-news,en-ja,39,commandr-plus
wmt24-news,en-ja,5,commandr-plus
wmt24-news,en-ja,125,commandr-plus
wmt24-news,en-ja,101,commandr-plus
wmt24-news,en-ja,108,commandr-plus
wmt24-news,en-ja,37,gemini-1-5-pro
wmt24-news,en-ja,39,gemini-1-5-pro
wmt24-news,en-ja,5,gemini-1-5-pro
wmt24-news,en-ja,56,gemini-1-5-pro
wmt24-news,en-ja,10,gemini-1-5-pro
wmt24-news,en-ja,68,gemini-1-5-pro
wmt24-news,en-ja,27,gemini-1-5-pro
wmt24-news,en-ja,125,gemini-1-5-pro
wmt24-news,en-ja,101,gemini-1-5-pro
wmt24-news,en-ja,108,gemini-1-5-pro
wmt24-news,en-ja,37,gpt-4
wmt24-news,en-ja,39,gpt-4
wmt24-news,en-ja,27,gpt-4
wmt24-news,en-ja,56,gpt-4
wmt24-news,en-ja,5,gpt-4
wmt24-news,en-ja,68,gpt-4
wmt24-news,en-ja,10,gpt-4
wmt24-news,en-ja,101,gpt-4
wmt24-news,en-ja,108,gpt-4
wmt24-news,en-ja,125,gpt-4
wmt24-news,en-ja,10,ikun-c
wmt24-news,en-ja,68,ikun-c
wmt24-news,en-ja,27,ikun-c
wmt24-news,en-ja,5,ikun-c
wmt24-news,en-ja,56,ikun-c
wmt24-news,en-ja,37,ikun-c
wmt24-news,en-ja,39,ikun-c
wmt24-news,en-ja,101,ikun-c
wmt24-news,en-ja,108,ikun-c
wmt24-news,en-ja,125,ikun-c
wmt24-news,en-ja,27,iol-research
wmt24-news,en-ja,56,iol-research
wmt24-news,en-ja,5,iol-research
wmt24-news,en-ja,68,iol-research
wmt24-news,en-ja,37,iol-research
wmt24-news,en-ja,39,iol-research
wmt24-news,en-ja,10,iol-research
wmt24-news,en-ja,101,iol-research
wmt24-news,en-ja,108,iol-research
wmt24-news,en-ja,125,iol-research
wmt24-news,en-ja,37,llama3-70b
wmt24-news,en-ja,39,llama3-70b
wmt24-news,en-ja,68,llama3-70b
wmt24-news,en-ja,27,llama3-70b
wmt24-news,en-ja,56,llama3-70b
wmt24-news,en-ja,10,llama3-70b
wmt24-news,en-ja,5,llama3-70b
wmt24-news,en-ja,101,llama3-70b
wmt24-news,en-ja,108,llama3-70b
wmt24-news,en-ja,125,llama3-70b
wmt24-news,en-ja,56,nttsu
wmt24-news,en-ja,10,nttsu
wmt24-news,en-ja,68,nttsu
wmt24-news,en-ja,5,nttsu
wmt24-news,en-ja,27,nttsu
wmt24-news,en-ja,37,nttsu
wmt24-news,en-ja,39,nttsu
wmt24-news,en-ja,108,nttsu
wmt24-news,en-ja,101,nttsu
wmt24-news,en-ja,125,nttsu
wmt24-news,en-ja,10,online-b
wmt24-news,en-ja,27,online-b
wmt24-news,en-ja,37,online-b
wmt24-news,en-ja,39,online-b
wmt24-news,en-ja,68,online-b
wmt24-news,en-ja,56,online-b
wmt24-news,en-ja,5,online-b
wmt24-news,en-ja,101,online-b
wmt24-news,en-ja,108,online-b
wmt24-news,en-ja,125,online-b
wmt24-news,en-ja,10,team-j
wmt24-news,en-ja,37,team-j
wmt24-news,en-ja,39,team-j
wmt24-news,en-ja,27,team-j
wmt24-news,en-ja,5,team-j
wmt24-news,en-ja,56,team-j
wmt24-news,en-ja,68,team-j
wmt24-news,en-ja,125,team-j
wmt24-news,en-ja,101,team-j
wmt24-news,en-ja,108,team-j
wmt24-news,en-ja,27,unbabel-tower70b
wmt24-news,en-ja,56,unbabel-tower70b
wmt24-news,en-ja,5,unbabel-tower70b
wmt24-news,en-ja,68,unbabel-tower70b
wmt24-news,en-ja,37,unbabel-tower70b
wmt24-news,en-ja,39,unbabel-tower70b
wmt24-news,en-ja,10,unbabel-tower70b
wmt24-news,en-ja,125,unbabel-tower70b
wmt24-news,en-ja,101,unbabel-tower70b
wmt24-news,en-ja,108,unbabel-tower70b
wmt24-news,en-ru,18,aya23
wmt24-news,en-ru,50,aya23
wmt24-news,en-ru,61,aya23
wmt24-news,en-ru,65,aya23
wmt24-news,en-ru,39,aya23
wmt24-news,en-ru,119,aya23
wmt24-news,en-ru,80,aya23
wmt24-news,en-ru,83,aya23
wmt24-news,en-ru,88,aya23
wmt24-news,en-ru,96,aya23
wmt24-news,en-ru,39,claude-3-5
wmt24-news,en-ru,61,claude-3-5
wmt24-news,en-ru,65,claude-3-5
wmt24-news,en-ru,18,claude-3-5
wmt24-news,en-ru,50,claude-3-5
wmt24-news,en-ru,80,claude-3-5
wmt24-news,en-ru,119,claude-3-5
wmt24-news,en-ru,96,claude-3-5
wmt24-news,en-ru,83,claude-3-5
wmt24-news,en-ru,88,claude-3-5
wmt24-news,en-ru,39,commandr-plus
wmt24-news,en-ru,50,commandr-plus
wmt24-news,en-ru,61,commandr-plus
wmt24-news,en-ru,65,commandr-plus
wmt24-news,en-ru,18,commandr-plus
wmt24-news,en-ru,83,commandr-plus
wmt24-news,en-ru,88,commandr-plus
wmt24-news,en-ru,119,commandr-plus
wmt24-news,en-ru,96,commandr-plus
wmt24-news,en-ru,80,commandr-plus
wmt24-news,en-ru,18,dubformer
wmt24-news,en-ru,39,dubformer
wmt24-news,en-ru,50,dubformer
wmt24-news,en-ru,61,dubformer
wmt24-news,en-ru,65,dubformer
wmt24-news,en-ru,96,dubformer
wmt24-news,en-ru,83,dubformer
wmt24-news,en-ru,88,dubformer
wmt24-news,en-ru,80,dubformer
wmt24-news,en-ru,119,dubformer
wmt24-news,en-ru,61,gemini-1-5-pro
wmt24-news,en-ru,65,gemini-1-5-pro
wmt24-news,en-ru,50,gemini-1-5-pro
wmt24-news,en-ru,18,gemini-1-5-pro
wmt24-news,en-ru,39,gemini-1-5-pro
wmt24-news,en-ru,96,gemini-1-5-pro
wmt24-news,en-ru,83,gemini-1-5-pro
wmt24-news,en-ru,88,gemini-1-5-pro
wmt24-news,en-ru,119,gemini-1-5-pro
wmt24-news,en-ru,80,gemini-1-5-pro
wmt24-news,en-ru,50,gpt-4
wmt24-news,en-ru,61,gpt-4
wmt24-news,en-ru,65,gpt-4
wmt24-news,en-ru,39,gpt-4
wmt24-news,en-ru,18,gpt-4
wmt24-news,en-ru,83,gpt-4
wmt24-news,en-ru,88,gpt-4
wmt24-news,en-ru,96,gpt-4
wmt24-news,en-ru,80,gpt-4
wmt24-news,en-ru,119,gpt-4
wmt24-news,en-ru,39,ikun
wmt24-news,en-ru,50,ikun
wmt24-news,en-ru,18,ikun
wmt24-news,en-ru,61,ikun
wmt24-news,en-ru,65,ikun
wmt24-news,en-ru,80,ikun
wmt24-news,en-ru,83,ikun
wmt24-news,en-ru,88,ikun
wmt24-news,en-ru,96,ikun
wmt24-news,en-ru,119,ikun
wmt24-news,en-ru,18,ikun-c
wmt24-news,en-ru,50,ikun-c
wmt24-news,en-ru,61,ikun-c
wmt24-news,en-ru,65,ikun-c
wmt24-news,en-ru,39,ikun-c
wmt24-news,en-ru,83,ikun-c
wmt24-news,en-ru,88,ikun-c
wmt24-news,en-ru,80,ikun-c
wmt24-news,en-ru,96,ikun-c
wmt24-news,en-ru,119,ikun-c
wmt24-news,en-ru,50,iol-research
wmt24-news,en-ru,18,iol-research
wmt24-news,en-ru,39,iol-research
wmt24-news,en-ru,61,iol-research
wmt24-news,en-ru,65,iol-research
wmt24-news,en-ru,80,iol-research
wmt24-news,en-ru,96,iol-research
wmt24-news,en-ru,83,iol-research
wmt24-news,en-ru,88,iol-research
wmt24-news,en-ru,119,iol-research
wmt24-news,en-ru,50,llama3-70b
wmt24-news,en-ru,39,llama3-70b
wmt24-news,en-ru,18,llama3-70b
wmt24-news,en-ru,61,llama3-70b
wmt24-news,en-ru,65,llama3-70b
wmt24-news,en-ru,83,llama3-70b
wmt24-news,en-ru,88,llama3-70b
wmt24-news,en-ru,119,llama3-70b
wmt24-news,en-ru,96,llama3-70b
wmt24-news,en-ru,80,llama3-70b
wmt24-news,en-ru,18,online-g
wmt24-news,en-ru,50,online-g
wmt24-news,en-ru,39,online-g
wmt24-news,en-ru,61,online-g
wmt24-news,en-ru,65,online-g
wmt24-news,en-ru,119,online-g
wmt24-news,en-ru,80,online-g
wmt24-news,en-ru,83,online-g
wmt24-news,en-ru,88,online-g
wmt24-news,en-ru,96,online-g
wmt24-news,en-ru,39,unbabel-tower70b
wmt24-news,en-ru,61,unbabel-tower70b
wmt24-news,en-ru,65,unbabel-tower70b
wmt24-news,en-ru,18,unbabel-tower70b
wmt24-news,en-ru,50,unbabel-tower70b
wmt24-news,en-ru,80,unbabel-tower70b
wmt24-news,en-ru,96,unbabel-tower70b
wmt24-news,en-ru,83,unbabel-tower70b
wmt24-news,en-ru,88,unbabel-tower70b
wmt24-news,en-ru,119,unbabel-tower70b
wmt24-news,en-ru,65,yandex
wmt24-news,en-ru,61,yandex
wmt24-news,en-ru,39,yandex
wmt24-news,en-ru,50,yandex
wmt24-news,en-ru,18,yandex
wmt24-news,en-ru,80,yandex
wmt24-news,en-ru,96,yandex
wmt24-news,en-ru,83,yandex
wmt24-news,en-ru,88,yandex
wmt24-news,en-ru,119,yandex
wmt24-news,en-uk,1,claude-3-5
wmt24-news,en-uk,53,claude-3-5
wmt24-news,en-uk,26,claude-3-5
wmt24-news,en-uk,40,claude-3-5
wmt24-news,en-uk,41,claude-3-5
wmt24-news,en-uk,76,claude-3-5
wmt24-news,en-uk,47,claude-3-5
wmt24-news,en-uk,48,claude-3-5
wmt24-news,en-uk,49,claude-3-5
wmt24-news,en-uk,103,claude-3-5
wmt24-news,en-uk,26,commandr-plus
wmt24-news,en-uk,53,commandr-plus
wmt24-news,en-uk,40,commandr-plus
wmt24-news,en-uk,41,commandr-plus
wmt24-news,en-uk,1,commandr-plus
wmt24-news,en-uk,76,commandr-plus
wmt24-news,en-uk,47,commandr-plus
wmt24-news,en-uk,48,commandr-plus
wmt24-news,en-uk,49,commandr-plus
wmt24-news,en-uk,103,commandr-plus
wmt24-news,en-uk,76,dubformer
wmt24-news,en-uk,47,dubformer
wmt24-news,en-uk,48,dubformer
wmt24-news,en-uk,49,dubformer
wmt24-news,en-uk,1,dubformer
wmt24-news,en-uk,26,dubformer
wmt24-news,en-uk,53,dubformer
wmt24-news,en-uk,40,dubformer
wmt24-news,en-uk,41,dubformer
wmt24-news,en-uk,103,dubformer
wmt24-news,en-uk,47,gemini-1-5-pro
wmt24-news,en-uk,48,gemini-1-5-pro
wmt24-news,en-uk,49,gemini-1-5-pro
wmt24-news,en-uk,1,gemini-1-5-pro
wmt24-news,en-uk,40,gemini-1-5-pro
wmt24-news,en-uk,41,gemini-1-5-pro
wmt24-news,en-uk,26,gemini-1-5-pro
wmt24-news,en-uk,53,gemini-1-5-pro
wmt24-news,en-uk,76,gemini-1-5-pro
wmt24-news,en-uk,103,gemini-1-5-pro
wmt24-news,en-uk,26,gpt-4
wmt24-news,en-uk,47,gpt-4
wmt24-news,en-uk,48,gpt-4
wmt24-news,en-uk,49,gpt-4
wmt24-news,en-uk,53,gpt-4
wmt24-news,en-uk,76,gpt-4
wmt24-news,en-uk,1,gpt-4
wmt24-news,en-uk,40,gpt-4
wmt24-news,en-uk,41,gpt-4
wmt24-news,en-uk,103,gpt-4
wmt24-news,en-uk,40,ikun
wmt24-news,en-uk,41,ikun
wmt24-news,en-uk,1,ikun
wmt24-news,en-uk,26,ikun
wmt24-news,en-uk,76,ikun
wmt24-news,en-uk,47,ikun
wmt24-news,en-uk,48,ikun
wmt24-news,en-uk,49,ikun
wmt24-news,en-uk,53,ikun
wmt24-news,en-uk,103,ikun
wmt24-news,en-uk,40,ikun-c
wmt24-news,en-uk,41,ikun-c
wmt24-news,en-uk,1,ikun-c
wmt24-news,en-uk,47,ikun-c
wmt24-news,en-uk,48,ikun-c
wmt24-news,en-uk,49,ikun-c
wmt24-news,en-uk,53,ikun-c
wmt24-news,en-uk,76,ikun-c
wmt24-news,en-uk,26,ikun-c
wmt24-news,en-uk,103,ikun-c
wmt24-news,en-uk,47,iol-research
wmt24-news,en-uk,48,iol-research
wmt24-news,en-uk,49,iol-research
wmt24-news,en-uk,40,iol-research
wmt24-news,en-uk,41,iol-research
wmt24-news,en-uk,1,iol-research
wmt24-news,en-uk,53,iol-research
wmt24-news,en-uk,76,iol-research
wmt24-news,en-uk,26,iol-research
wmt24-news,en-uk,103,iol-research
wmt24-news,en-uk,1,online-w
wmt24-news,en-uk,40,online-w
wmt24-news,en-uk,41,online-w
wmt24-news,en-uk,53,online-w
wmt24-news,en-uk,76,online-w
wmt24-news,en-uk,26,online-w
wmt24-news,en-uk,47,online-w
wmt24-news,en-uk,48,online-w
wmt24-news,en-uk,49,online-w
wmt24-news,en-uk,103,online-w
wmt24-news,en-uk,1,unbabel-tower70b
wmt24-news,en-uk,40,unbabel-tower70b
wmt24-news,en-uk,41,unbabel-tower70b
wmt24-news,en-uk,53,unbabel-tower70b
wmt24-news,en-uk,26,unbabel-tower70b
wmt24-news,en-uk,76,unbabel-tower70b
wmt24-news,en-uk,47,unbabel-tower70b
wmt24-news,en-uk,48,unbabel-tower70b
wmt24-news,en-uk,49,unbabel-tower70b
wmt24-news,en-uk,103,unbabel-tower70b
wmt24-news,en-zh,7,aya23
wmt24-news,en-zh,54,aya23
wmt24-news,en-zh,46,aya23
wmt24-news,en-zh,27,aya23
wmt24-news,en-zh,77,aya23
wmt24-news,en-zh,108,aya23
wmt24-news,en-zh,125,aya23
wmt24-news,en-zh,86,aya23
wmt24-news,en-zh,95,aya23
wmt24-news,en-zh,102,aya23
wmt24-news,en-zh,46,claude-3-5
wmt24-news,en-zh,27,claude-3-5
wmt24-news,en-zh,54,claude-3-5
wmt24-news,en-zh,77,claude-3-5
wmt24-news,en-zh,7,claude-3-5
wmt24-news,en-zh,95,claude-3-5
wmt24-news,en-zh,102,claude-3-5
wmt24-news,en-zh,108,claude-3-5
wmt24-news,en-zh,86,claude-3-5
wmt24-news,en-zh,125,claude-3-5
wmt24-news,en-zh,27,commandr-plus
wmt24-news,en-zh,54,commandr-plus
wmt24-news,en-zh,46,commandr-plus
wmt24-news,en-zh,77,commandr-plus
wmt24-news,en-zh,7,commandr-plus
wmt24-news,en-zh,108,commandr-plus
wmt24-news,en-zh,86,commandr-plus
wmt24-news,en-zh,125,commandr-plus
wmt24-news,en-zh,95,commandr-plus
wmt24-news,en-zh,102,commandr-plus
wmt24-news,en-zh,7,gemini-1-5-pro
wmt24-news,en-zh,54,gemini-1-5-pro
wmt24-news,en-zh,77,gemini-1-5-pro
wmt24-news,en-zh,46,gemini-1-5-pro
wmt24-news,en-zh,27,gemini-1-5-pro
wmt24-news,en-zh,95,gemini-1-5-pro
wmt24-news,en-zh,102,gemini-1-5-pro
wmt24-news,en-zh,86,gemini-1-5-pro
wmt24-news,en-zh,108,gemini-1-5-pro
wmt24-news,en-zh,125,gemini-1-5-pro
wmt24-news,en-zh,27,gpt-4
wmt24-news,en-zh,7,gpt-4
wmt24-news,en-zh,46,gpt-4
wmt24-news,en-zh,77,gpt-4
wmt24-news,en-zh,54,gpt-4
wmt24-news,en-zh,95,gpt-4
wmt24-news,en-zh,102,gpt-4
wmt24-news,en-zh,86,gpt-4
wmt24-news,en-zh,108,gpt-4
wmt24-news,en-zh,125,gpt-4
wmt24-news,en-zh,54,hw-tsc
wmt24-news,en-zh,46,hw-tsc
wmt24-news,en-zh,77,hw-tsc
wmt24-news,en-zh,27,hw-tsc
wmt24-news,en-zh,7,hw-tsc
wmt24-news,en-zh,86,hw-tsc
wmt24-news,en-zh,108,hw-tsc
wmt24-news,en-zh,95,hw-tsc
wmt24-news,en-zh,102,hw-tsc
wmt24-news,en-zh,125,hw-tsc
wmt24-news,en-zh,27,ikun
wmt24-news,en-zh,77,ikun
wmt24-news,en-zh,54,ikun
wmt24-news,en-zh,46,ikun
wmt24-news,en-zh,7,ikun
wmt24-news,en-zh,108,ikun
wmt24-news,en-zh,95,ikun
wmt24-news,en-zh,102,ikun
wmt24-news,en-zh,86,ikun
wmt24-news,en-zh,125,ikun
wmt24-news,en-zh,46,ikun-c
wmt24-news,en-zh,77,ikun-c
wmt24-news,en-zh,7,ikun-c
wmt24-news,en-zh,54,ikun-c
wmt24-news,en-zh,27,ikun-c
wmt24-news,en-zh,86,ikun-c
wmt24-news,en-zh,125,ikun-c
wmt24-news,en-zh,108,ikun-c
wmt24-news,en-zh,95,ikun-c
wmt24-news,en-zh,102,ikun-c
wmt24-news,en-zh,46,iol-research
wmt24-news,en-zh,27,iol-research
wmt24-news,en-zh,77,iol-research
wmt24-news,en-zh,54,iol-research
wmt24-news,en-zh,7,iol-research
wmt24-news,en-zh,86,iol-research
wmt24-news,en-zh,125,iol-research
wmt24-news,en-zh,108,iol-research
wmt24-news,en-zh,95,iol-research
wmt24-news,en-zh,102,iol-research
wmt24-news,en-zh,46,llama3-70b
wmt24-news,en-zh,7,llama3-70b
wmt24-news,en-zh,77,llama3-70b
wmt24-news,en-zh,27,llama3-70b
wmt24-news,en-zh,54,llama3-70b
wmt24-news,en-zh,108,llama3-70b
wmt24-news,en-zh,125,llama3-70b
wmt24-news,en-zh,95,llama3-70b
wmt24-news,en-zh,102,llama3-70b
wmt24-news,en-zh,86,llama3-70b
wmt24-news,en-zh,54,online-b
wmt24-news,en-zh,7,online-b
wmt24-news,en-zh,46,online-b
wmt24-news,en-zh,77,online-b
wmt24-news,en-zh,27,online-b
wmt24-news,en-zh,95,online-b
wmt24-news,en-zh,102,online-b
wmt24-news,en-zh,108,online-b
wmt24-news,en-zh,86,online-b
wmt24-news,en-zh,125,online-b
wmt24-news,en-zh,7,unbabel-tower70b
wmt24-news,en-zh,54,unbabel-tower70b
wmt24-news,en-zh,77,unbabel-tower70b
wmt24-news,en-zh,46,unbabel-tower70b
wmt24-news,en-zh,27,unbabel-tower70b
wmt24-news,en-zh,125,unbabel-tower70b
wmt24-news,en-zh,95,unbabel-tower70b
wmt24-news,en-zh,102,unbabel-tower70b
wmt24-news,en-zh,86,unbabel-tower70b
wmt24-news,en-zh,108,unbabel-tower70b
wmt24-social,en-cs,43,aya23
wmt24-social,en-cs,129,aya23
wmt24-social,en-cs,78,aya23
wmt24-social,en-cs,168,aya23
wmt24-social,en-cs,215,aya23
wmt24-social,en-cs,231,aya23
wmt24-social,en-cs,236,aya23
wmt24-social,en-cs,237,aya23
wmt24-social,en-cs,186,aya23
wmt24-social,en-cs,295,aya23
wmt24-social,en-cs,78,claude-3-5
wmt24-social,en-cs,43,claude-3-5
wmt24-social,en-cs,129,claude-3-5
wmt24-social,en-cs,295,claude-3-5
wmt24-social,en-cs,237,claude-3-5
wmt24-social,en-cs,231,claude-3-5
wmt24-social,en-cs,236,claude-3-5
wmt24-social,en-cs,186,claude-3-5
wmt24-social,en-cs,168,claude-3-5
wmt24-social,en-cs,78,commandr-plus
wmt24-social,en-cs,129,commandr-plus
wmt24-social,en-cs,43,commandr-plus
wmt24-social,en-cs,186,commandr-plus
wmt24-social,en-cs,295,commandr-plus
wmt24-social,en-cs,231,commandr-plus
wmt24-social,en-cs,236,commandr-plus
wmt24-social,en-cs,237,commandr-plus
wmt24-social,en-cs,215,commandr-plus
wmt24-social,en-cs,168,commandr-plus
wmt24-social,en-cs,78,cuni-doctransformer
wmt24-social,en-cs,129,cuni-doctransformer
wmt24-social,en-cs,43,cuni-doctransformer
wmt24-social,en-cs,237,cuni-doctransformer
wmt24-social,en-cs,215,cuni-doctransformer
wmt24-social,en-cs,168,cuni-doctransformer
wmt24-social,en-cs,231,cuni-doctransformer
wmt24-social,en-cs,236,cuni-doctransformer
wmt24-social,en-cs,186,cuni-doctransformer
wmt24-social,en-cs,295,cuni-doctransformer
wmt24-social,en-cs,43,cuni-ga
wmt24-social,en-cs,129,cuni-ga
wmt24-social,en-cs,78,cuni-ga
wmt24-social,en-cs,215,cuni-ga
wmt24-social,en-cs,186,cuni-ga
wmt24-social,en-cs,237,cuni-ga
wmt24-social,en-cs,295,cuni-ga
wmt24-social,en-cs,168,cuni-ga
wmt24-social,en-cs,231,cuni-ga
wmt24-social,en-cs,236,cuni-ga
wmt24-social,en-cs,129,cuni-mh
wmt24-social,en-cs,43,cuni-mh
wmt24-social,en-cs,78,cuni-mh
wmt24-social,en-cs,237,cuni-mh
wmt24-social,en-cs,231,cuni-mh
wmt24-social,en-cs,236,cuni-mh
wmt24-social,en-cs,168,cuni-mh
wmt24-social,en-cs,295,cuni-mh
wmt24-social,en-cs,215,cuni-mh
wmt24-social,en-cs,43,gemini-1-5-pro
wmt24-social,en-cs,129,gemini-1-5-pro
wmt24-social,en-cs,78,gemini-1-5-pro
wmt24-social,en-cs,168,gemini-1-5-pro
wmt24-social,en-cs,186,gemini-1-5-pro
wmt24-social,en-cs,231,gemini-1-5-pro
wmt24-social,en-cs,236,gemini-1-5-pro
wmt24-social,en-cs,295,gemini-1-5-pro
wmt24-social,en-cs,237,gemini-1-5-pro
wmt24-social,en-cs,129,gpt-4
wmt24-social,en-cs,78,gpt-4
wmt24-social,en-cs,43,gpt-4
wmt24-social,en-cs,231,gpt-4
wmt24-social,en-cs,236,gpt-4
wmt24-social,en-cs,237,gpt-4
wmt24-social,en-cs,168,gpt-4
wmt24-social,en-cs,215,gpt-4
wmt24-social,en-cs,295,gpt-4
wmt24-social,en-cs,186,gpt-4
wmt24-social,en-cs,78,ikun
wmt24-social,en-cs,43,ikun
wmt24-social,en-cs,129,ikun
wmt24-social,en-cs,215,ikun
wmt24-social,en-cs,237,ikun
wmt24-social,en-cs,295,ikun
wmt24-social,en-cs,231,ikun
wmt24-social,en-cs,236,ikun
wmt24-social,en-cs,168,ikun
wmt24-social,en-cs,129,ikun-c
wmt24-social,en-cs,43,ikun-c
wmt24-social,en-cs,78,ikun-c
wmt24-social,en-cs,237,ikun-c
wmt24-social,en-cs,168,ikun-c
wmt24-social,en-cs,295,ikun-c
wmt24-social,en-cs,186,ikun-c
wmt24-social,en-cs,215,ikun-c
wmt24-social,en-cs,231,ikun-c
wmt24-social,en-cs,236,ikun-c
wmt24-social,en-cs,43,iol-research
wmt24-social,en-cs,129,iol-research
wmt24-social,en-cs,78,iol-research
wmt24-social,en-cs,295,iol-research
wmt24-social,en-cs,237,iol-research
wmt24-social,en-cs,168,iol-research
wmt24-social,en-cs,231,iol-research
wmt24-social,en-cs,236,iol-research
wmt24-social,en-cs,215,iol-research
wmt24-social,en-cs,186,iol-research
wmt24-social,en-cs,43,llama3-70b
wmt24-social,en-cs,129,llama3-70b
wmt24-social,en-cs,78,llama3-70b
wmt24-social,en-cs,186,llama3-70b
wmt24-social,en-cs,237,llama3-70b
wmt24-social,en-cs,168,llama3-70b
wmt24-social,en-cs,231,llama3-70b
wmt24-social,en-cs,236,llama3-70b
wmt24-social,en-cs,215,llama3-70b
wmt24-social,en-cs,295,llama3-70b
wmt24-social,en-cs,78,online-w
wmt24-social,en-cs,43,online-w
wmt24-social,en-cs,129,online-w
wmt24-social,en-cs,215,online-w
wmt24-social,en-cs,231,online-w
wmt24-social,en-cs,236,online-w
wmt24-social,en-cs,237,online-w
wmt24-social,en-cs,295,online-w
wmt24-social,en-cs,168,online-w
wmt24-social,en-cs,186,online-w
wmt24-social,en-cs,129,scir-mt
wmt24-social,en-cs,43,scir-mt
wmt24-social,en-cs,78,scir-mt
wmt24-social,en-cs,186,scir-mt
wmt24-social,en-cs,295,scir-mt
wmt24-social,en-cs,237,scir-mt
wmt24-social,en-cs,231,scir-mt
